tag,group,kind,success,joint_index,joint_name,per_joint_signed_work_j,per_joint_positive_work_j,per_joint_absolute_work_j,per_joint_peak_absolute_power_w,per_joint_peak_absolute_torque_nm,per_joint_peak_absolute_velocity_rad_s,per_joint_min_limit_margin_rad
record-9393f168830c9e65,corrected,depth,False,3,forearm_roll,0.020426486939357943,0.20580377516292375,0.3911810633864965,0.16771747446478963,7.5601096739672045,0.033278301041085596,3.071840953771216
record-9393f168830c9e65,corrected,depth,False,4,wrist_angle,69.19741840360818,71.05567674956305,72.91393509551642,23.847077434808085,55.56083249444532,0.5279681076985354,0.02544632019305393
record-0c89dbb461741078,corrected,depth,True,0,waist,219.89950241934469,221.4857507634536,223.07199910756236,11.631752510643361,69.32623520658734,0.183910539730758,21.953893330794145
record-0c89dbb461741078,corrected,depth,True,1,shoulder,79.0972123726886,80.8463891023362,82.59556583198345,22.267371989269826,143.73528110487314,0.17382209208060462,0.6234651416206755
record-0c89dbb461741078,corrected,depth,True,2,elbow,290.1325101979148,292.94030144063305,295.74809268335,120.06418559291123,452.16100520170403,0.35045641764450336,0.6426081288322472
record-0c89dbb461741078,corrected,depth,True,3,forearm_roll,0.007919907383534923,0.058981912628125806,0.11004391787271747,0.07922372142573153,6.116370238971584,0.016450909895936304,3.114982137953319
record-0c89dbb461741078,corrected,depth,True,4,wrist_angle,76.28061389918915,77.42080506904894,78.56099623890871,24.070230290551038,55.654843936243424,0.46353978992326594,0.14375044503758705
record-ffef6e48f9135baa,corrected,depth,True,0,waist,227.7978169239599,229.3572544630685,230.91669200217657,12.55936655786958,69.88712184773021,0.1918744620845826,21.96901296506359
record-ffef6e48f9135baa,corrected,depth,True,1,shoulder,72.70472400704033,75.28817995073047,77.87163589442065,19.765030328476705,148.19868859140752,0.15603842258358358,0.5826972480485157
record-ffef6e48f9135baa,corrected,depth,True,2,elbow,277.72191186870833,281.9121270511245,286.1023422335419,130.62391698152464,419.36762768702465,0.36609325131044107,0.6495630283165961
record-ffef6e48f9135baa,corrected,depth,True,3,forearm_roll,0.0071006095941732825,0.05357182806415402,0.10004304653413552,0.06067503153870859,4.682629302096927,0.014733343373011737,3.116963080238933
record-ffef6e48f9135baa,corrected,depth,True,4,wrist_angle,60.41001285899614,61.671205769273406,62.93239867955067,23.52822122164558,56.44724693586943,0.4625647394917099,0.16425201721799132
record-307343989ddde898,corrected,depth,True,0,waist,98.82483272851181,99.14019802108275,99.4555633136537,11.676180280347205,67.82097580671194,0.1852365436519092,28.260280324325205
record-307343989ddde898,corrected,depth,True,1,shoulder,49.460294076542326,50.192810528001615,50.925326979460934,16.192510445896424,120.42865662592658,0.14328765259514084,0.9570888384631691
record-307343989ddde898,corrected,depth,True,2,elbow,116.18668792762793,117.30475541673373,118.42282290583952,54.329893405078174,279.1548066153582,0.22558690541650486,1.1856125136322713
record-307343989ddde898,corrected,depth,True,3,forearm_roll,0.0016444472598425607,0.0019138786899743202,0.002183310120106072,0.0009948209532563178,0.7449262375641901,0.001850844175265671,3.136217845709029
record-307343989ddde898,corrected,depth,True,4,wrist_angle,63.86692691719218,64.79932523341269,65.73172354963361,26.539353297104363,55.27306431886291,0.5084771309566235,0.46974769511470993
record-e477aa395bfac7a9,corrected,depth,True,0,waist,220.35116153651305,221.8619220518358,223.37268256715822,12.781885643516905,69.79454243241338,0.19354443722479275,21.999076133671675
record-e477aa395bfac7a9,corrected,depth,True,1,shoulder,143.82872116373278,147.87551747456328,151.92231378539384,118.14108036478024,377.2986576669264,0.4245460388804429,0.39761397771228757
